key,label,q,kv,q_task_rows,requested_workers,mapping,host_us_median,host_us_ci_low,host_us_ci_high,profiled_total_median,profiled_total_ci_low,profiled_total_ci_high,q_load_median,q_load_ci_low,q_load_ci_high,k_load_median,k_load_ci_low,k_load_ci_high,v_load_median,v_load_ci_low,v_load_ci_high,qk_dot_median,qk_dot_ci_low,qk_dot_ci_high,safe_sm_median,safe_sm_ci_low,safe_sm_ci_high,scna_exp_median,scna_exp_ci_low,scna_exp_ci_high,state_update_median,state_update_ci_low,state_update_ci_high,core_acc_median,core_acc_ci_low,core_acc_ci_high,o_scale_median,o_scale_ci_low,o_scale_ci_high,o_store_median,o_store_ci_low,o_store_ci_high,active_workers_median,active_workers_ci_low,active_workers_ci_high,tasks_median,tasks_ci_low,tasks_ci_high,q_task_rows_actual_median,q_task_rows_actual_ci_low,q_task_rows_actual_ci_high,vtcm_total_bytes_median,vtcm_total_bytes_ci_low,vtcm_total_bytes_ci_high,task_records_max_worker_median,task_records_max_worker_ci_low,task_records_max_worker_ci_high,task_records_min_worker_median,task_records_min_worker_ci_low,task_records_min_worker_ci_high,task_record_imbalance_median,task_record_imbalance_ci_low,task_record_imbalance_ci_high
exp_lut|8|512|32|auto|query_chunk_x_kv_head,exp_lut,8,512,32,auto,query_chunk_x_kv_head,136.0,135.0,139.0,81.0,78.0,84.0,3.0,3.0,3.0,22.5,21.0,26.0,8.5,8.0,9.0,0.0,0.0,0.0,41.0,41.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|512|4|auto|query_chunk_x_kv_head,exp_lut,8,512,4,auto,query_chunk_x_kv_head,137.5,135.0,145.0,120.0,117.0,122.0,5.0,4.0,5.0,48.0,46.0,50.0,22.0,22.0,22.0,0.0,0.0,0.0,41.0,40.5,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|512|8|auto|query_chunk_x_kv_head,exp_lut,8,512,8,auto,query_chunk_x_kv_head,136.0,135.0,139.5,83.5,78.0,86.0,3.0,2.0,3.0,26.5,24.0,28.0,8.0,8.0,9.0,0.0,0.0,0.0,42.0,41.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
fused_state_update|16|2048|16|auto|query_chunk_x_kv_head,fused_state_update,16,2048,16,auto,query_chunk_x_kv_head,506.0,500.0,511.0,578.0,574.0,581.5,8.0,8.0,8.0,95.0,93.0,96.0,63.0,62.0,63.0,7.0,7.0,7.0,387.0,386.0,389.5,245.0,244.0,245.0,0.0,0.0,0.0,5.0,5.0,6.0,2.0,2.0,2.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
fused_state_update|16|2048|32|auto|query_chunk_x_kv_head,fused_state_update,16,2048,32,auto,query_chunk_x_kv_head,499.0,498.0,502.0,579.0,575.0,584.0,8.0,8.0,8.0,95.0,93.0,96.5,63.0,62.0,64.0,7.0,7.0,7.0,387.0,386.0,388.5,245.0,244.0,245.0,0.0,0.0,0.0,5.0,5.0,6.0,3.0,3.0,3.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
fused_state_update|16|2048|4|auto|query_chunk_x_kv_head,fused_state_update,16,2048,4,auto,query_chunk_x_kv_head,569.0,548.5,615.0,1273.0,1245.5,1308.0,9.0,8.0,10.0,460.0,452.0,477.0,362.5,351.0,367.5,9.5,9.0,10.0,388.0,386.0,391.0,263.0,261.0,264.0,0.0,0.0,0.0,13.0,10.0,15.0,7.0,7.0,8.0,16.0,16.0,16.0,6.0,6.0,6.0,8.0,8.0,8.0,4.0,4.0,4.0,6291456.0,6291456.0,6291456.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
fused_state_update|16|2048|8|auto|query_chunk_x_kv_head,fused_state_update,16,2048,8,auto,query_chunk_x_kv_head,391.5,379.0,396.0,808.0,801.0,817.0,10.0,10.0,12.0,206.5,204.0,210.0,169.0,165.0,176.0,9.0,9.0,10.0,382.0,381.0,384.5,260.5,258.0,263.0,0.0,0.0,0.0,10.0,9.0,10.0,5.0,5.0,6.0,12.0,11.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
fused_state_update|16|4096|16|auto|query_chunk_x_kv_head,fused_state_update,16,4096,16,auto,query_chunk_x_kv_head,788.0,776.5,799.0,1094.0,1090.5,1099.0,8.0,8.0,8.0,183.5,180.0,185.0,108.0,107.0,109.5,14.0,13.0,14.0,750.0,749.0,752.0,489.0,489.0,490.0,0.0,0.0,0.0,13.0,12.0,13.0,4.0,4.0,5.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
fused_state_update|16|4096|32|auto|query_chunk_x_kv_head,fused_state_update,16,4096,32,auto,query_chunk_x_kv_head,792.5,777.0,815.0,1092.0,1087.0,1096.0,8.0,8.0,8.0,190.0,187.0,193.0,104.0,102.0,106.0,13.0,13.0,14.0,746.5,743.0,749.0,485.5,485.0,486.0,0.0,0.0,0.0,13.0,13.0,13.0,5.0,4.0,5.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
fused_state_update|16|4096|4|auto|query_chunk_x_kv_head,fused_state_update,16,4096,4,auto,query_chunk_x_kv_head,997.0,990.5,1004.0,2669.5,2643.0,2689.0,11.0,11.0,12.0,908.0,892.0,925.0,908.5,896.0,917.0,23.0,21.0,23.5,757.5,751.0,762.0,522.5,520.0,525.5,0.0,0.0,0.0,33.0,29.0,35.0,13.0,12.0,14.0,16.0,16.0,16.0,6.0,6.0,6.0,8.0,8.0,8.0,4.0,4.0,4.0,6291456.0,6291456.0,6291456.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
fused_state_update|16|4096|8|auto|query_chunk_x_kv_head,fused_state_update,16,4096,8,auto,query_chunk_x_kv_head,640.0,632.0,649.0,1506.0,1496.5,1515.0,12.0,12.0,12.0,379.0,376.0,382.0,308.5,301.5,314.0,19.0,19.0,20.0,745.0,742.0,750.5,515.0,509.0,518.0,0.0,0.0,0.0,22.0,21.0,23.0,7.0,7.0,8.0,14.0,14.0,15.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
fused_state_update|16|512|16|auto|query_chunk_x_kv_head,fused_state_update,16,512,16,auto,query_chunk_x_kv_head,143.0,137.5,171.0,146.0,145.0,148.0,6.0,6.0,6.0,19.0,19.0,19.0,8.0,7.0,8.0,0.0,0.0,0.0,102.0,102.0,102.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.5,9.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
