mode,function,kernel,pipeline,scna_width,qo_len,samples,total_median_us,total_p50_us,total_p95_us,total_ci_low_us,total_ci_high_us,host_median_us,host_p95_us,host_ci_low_us,host_ci_high_us,safe_sm_median_us,scna_exp_median_us,q_load_median_us,k_load_median_us,v_load_median_us,qk_dot_median_us,core_acc_median_us,o_scale_median_us,o_store_median_us,kv_dma_issue_median_us,kv_dma_wait_median_us,kv_transform_median_us,kv_load_median_us,host_control_median_us,scna_share_pct,baseline_speedup,pipeline_speedup,pipeline_speedup_ci_low,pipeline_speedup_ci_high,host_pipeline_speedup,host_pipeline_speedup_ci_low,host_pipeline_speedup_ci_high
baseline,none,none,off,0,4,20,887.0,887.0,897.0,811.0,892.0,1145.5,1229.1,1141.5,1202.5,176.5,0.0,2.0,366.5,324.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,690.5,258.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
baseline,none,none,off,0,8,20,1060.5,1060.5,1167.3,968.0,1066.5,1315.5,1443.3500000000001,1282.5,1342.5,333.0,0.0,4.0,368.0,331.0,8.0,6.0,1.0,6.0,0.0,0.0,0.0,699.0,255.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
baseline,none,none,off,0,16,20,1258.5,1258.5,1416.1,1250.0,1407.0,1626.0,1751.05,1605.0,1707.5,648.0,0.0,8.0,317.5,343.5,12.0,9.0,3.0,10.0,0.0,0.0,0.0,661.0,367.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
baseline,none,none,off,0,32,20,1993.0,1993.0,2136.15,1956.0,2017.5,2303.0,2494.4500000000003,2282.5,2368.5,1281.0,0.0,16.0,303.5,356.5,24.0,21.0,3.0,22.0,0.0,0.0,0.0,660.0,310.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,8,4,20,795.5,795.5,879.1,785.5,871.5,1109.0,1226.2,1099.5,1199.5,205.5,163.5,2.0,304.5,280.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,584.5,313.5,20.55311125078567,1.115021998742929,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,8,8,20,973.0,973.0,983.0,972.0,975.0,1232.5,1323.65,1223.5,1286.0,403.5,316.0,4.0,284.0,257.0,9.0,6.0,2.0,6.0,0.0,0.0,0.0,541.0,259.5,32.476875642343266,1.089928057553957,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,8,16,20,1560.5,1560.5,1588.45,1557.0,1566.0,1868.0,1959.25,1826.5,1888.0,816.5,626.0,8.0,371.5,328.0,13.0,12.0,2.0,10.0,0.0,0.0,0.0,699.5,307.5,40.11534764498558,0.806472284524191,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,8,32,20,2420.0,2420.0,2443.05,2413.0,2429.0,2759.0,2795.2,2729.5,2783.0,1615.0,1243.0,16.0,388.5,329.0,26.0,23.0,3.0,22.0,0.0,0.0,0.0,717.5,339.0,51.36363636363637,0.8235537190082645,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,16,4,20,932.0,932.0,957.05,872.0,942.5,1188.5,1228.05,1172.0,1199.0,270.5,225.0,2.0,318.0,317.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,635.0,256.5,24.141630901287552,0.9517167381974249,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,16,8,20,1220.0,1220.0,1270.65,1209.0,1260.5,1512.5,1617.2,1509.5,1570.0,526.0,439.0,4.0,341.5,332.0,9.0,7.0,2.0,6.0,0.0,0.0,0.0,673.5,292.5,35.98360655737705,0.8692622950819672,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,16,16,20,1760.0,1760.0,1776.15,1749.5,1764.0,2104.5,2140.95,2027.5,2131.5,1052.5,868.0,9.0,338.0,323.0,12.0,12.0,3.0,10.0,0.0,0.0,0.0,661.0,344.5,49.31818181818182,0.7150568181818182,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,16,32,20,2900.0,2900.0,2914.0,2895.5,2906.0,3255.5,3309.0,3225.0,3298.0,2096.5,1727.0,16.0,380.0,335.0,24.0,24.0,3.0,22.0,0.0,0.0,0.0,715.0,355.5,59.55172413793103,0.6872413793103448,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,32,4,20,1072.0,1072.0,1123.1,1060.0,1113.0,1370.5,1482.05,1358.0,1377.5,419.5,372.0,2.0,325.5,320.5,4.0,4.0,2.0,2.0,0.0,0.0,0.0,646.0,298.5,34.701492537313435,0.8274253731343284,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,32,8,20,1412.0,1412.0,1433.0,1398.5,1422.5,1708.0,1751.5,1679.5,1731.0,819.0,727.0,4.0,291.5,272.5,8.0,9.0,2.0,6.0,0.0,0.0,0.0,564.0,296.0,51.48725212464589,0.7510623229461756,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,32,16,20,2258.0,2258.0,2276.15,2254.0,2264.5,2597.0,2635.2,2580.5,2623.5,1629.5,1441.0,8.0,305.0,280.0,12.0,14.0,3.0,10.0,0.0,0.0,0.0,585.0,339.0,63.81753764393268,0.5573516386182462,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,off,32,32,20,3965.5,3965.5,3972.25,3961.0,3968.0,4323.5,4364.35,4296.5,4352.5,3249.0,2869.0,16.0,323.0,302.5,24.0,25.0,3.0,22.0,0.0,0.0,0.0,625.5,358.0,72.34901021308788,0.5025847938469298,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,direct,on,8,4,20,432.0,432.0,434.05,431.0,433.0,672.0,688.3,669.0,676.5,192.0,157.0,1.0,130.0,102.5,3.0,0.0,0.0,4.0,8.5,25.0,192.5,232.5,240.0,36.342592592592595,2.053240740740741,1.8414351851851851,1.8152424942263279,2.0173812282734644,1.650297619047619,1.6332590942835932,1.7791107848937808
scna-fp16,exp,direct,on,8,8,20,641.5,641.5,693.05,640.0,688.5,894.0,976.65,878.5,933.5,389.0,310.0,4.0,130.5,102.0,6.0,4.0,2.0,4.0,9.0,24.0,193.0,232.5,252.5,48.32424006235386,1.6531566640685893,1.5167575993764615,1.413517441860465,1.521875,1.378635346756152,1.3170551733794942,1.4411764705882353
scna-fp16,exp,direct,on,8,16,20,1068.0,1068.0,1162.1,1063.0,1075.5,1300.5,1439.1,1280.5,1395.0,788.0,619.0,8.0,131.0,110.0,11.0,9.0,2.0,10.0,9.0,32.5,193.0,241.0,232.5,57.95880149812734,1.178370786516854,1.4611423220973783,1.4497206703910615,1.471415182755389,1.4363706266820453,1.338458094555874,1.4681816830918104
scna-fp16,exp,direct,on,8,32,20,1979.5,1979.5,1987.1,1904.5,1982.5,2247.5,2275.2,2222.0,2258.5,1592.0,1236.5,14.0,154.0,149.5,24.0,21.0,4.0,20.0,9.0,95.0,192.0,303.5,268.0,62.465269007325084,1.0068199040161656,1.2225309421571104,1.217983772365026,1.2719160104986877,1.2275862068965517,1.2124755870887627,1.2436740859910898
scna-fp16,exp,direct,on,16,4,20,501.0,501.0,503.1,500.0,502.0,684.0,755.0500000000001,681.0,690.5,257.0,217.0,2.0,131.0,105.0,2.5,0.0,0.0,4.0,8.5,27.0,192.5,236.0,183.0,43.31337325349301,1.7704590818363273,1.8602794411177646,1.7387836490528414,1.882,1.7375730994152048,1.7039079640193067,1.7580645161290323
scna-fp16,exp,direct,on,16,8,20,806.5,806.5,821.2,763.5,810.5,1003.5,1116.05,988.5,1016.5,517.5,431.0,4.0,136.5,126.0,7.0,4.0,2.0,4.0,8.5,56.0,193.0,262.5,197.0,53.44079355238686,1.314941103533788,1.5127092374457534,1.4975216852540272,1.6452879581151831,1.5072247135027403,1.4896347482724581,1.5662285136501517
scna-fp16,exp,direct,on,16,16,20,1307.0,1307.0,1310.05,1294.0,1308.5,1574.0,1631.05,1530.0,1606.5,1027.0,861.0,7.5,134.0,105.5,11.0,9.5,2.0,10.0,9.0,30.5,193.0,239.5,267.0,65.87605202754399,0.9628921193573068,1.3465952563121653,1.3372741417635428,1.3616692426584236,1.3370393900889455,1.2717603018029178,1.3811142668970449
scna-fp16,exp,direct,on,16,32,20,2448.0,2448.0,2472.45,2441.0,2468.5,2775.5,2818.35,2738.5,2792.5,2070.5,1719.0,14.0,154.5,143.0,24.0,21.0,4.0,20.0,9.0,88.5,192.0,297.5,327.5,70.22058823529412,0.8141339869281046,1.184640522875817,1.174564601053058,1.188957055214724,1.1729418122860746,1.1609071274298055,1.1973061521659993
scna-fp16,exp,direct,on,32,4,20,644.5,644.5,649.0,641.5,648.0,875.5,931.05,818.0,889.5,400.0,359.0,1.0,131.0,105.0,3.0,0.0,0.0,4.0,9.0,28.0,192.5,236.0,231.0,55.70209464701319,1.3762606671838635,1.6633048875096974,1.6416988416988416,1.7291881440959511,1.5653912050256995,1.5364339575623058,1.6772616136919316
scna-fp16,exp,direct,on,32,8,20,1074.0,1074.0,1090.3,1071.5,1075.0,1353.0,1377.35,1324.0,1361.5,801.0,716.0,4.0,135.0,116.5,7.0,4.0,2.0,5.0,9.0,41.5,192.5,251.5,279.0,66.66666666666667,0.9874301675977654,1.314711359404097,1.3016759776536313,1.3246511627906976,1.262379896526238,1.2391304347826086,1.3000753012048192
scna-fp16,exp,direct,on,32,16,20,1969.0,1969.0,1995.05,1961.0,1976.5,2265.5,2302.1,2245.5,2276.5375,1614.0,1433.0,8.0,160.0,154.0,11.0,10.0,3.0,10.0,9.0,104.5,192.0,314.0,296.5,72.77805992889792,0.6391569324530219,1.1467750126968004,1.1421705034151277,1.152257077276205,1.1463253145001104,1.1371026723475368,1.1605248698913573
scna-fp16,exp,direct,on,32,32,20,3486.0,3486.0,3492.45,3484.5,3488.0,3792.0,3850.05,3777.0,3810.0,3173.0,2858.0,14.0,132.0,97.0,24.0,23.0,3.0,20.0,10.0,18.0,193.0,229.0,306.0,81.98508318990247,0.5717154331612163,1.1375502008032128,1.135751146788991,1.138307030129125,1.1401635021097047,1.131780412658588,1.1487646981107147
scna-fp16,exp,tree,off,8,4,20,891.5,891.5,900.05,774.0,895.5,1171.5,1220.25,1110.5,1199.0,205.0,151.0,2.0,344.0,320.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,664.0,280.0,16.93774537296691,0.9949523275378576,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,8,8,20,1109.0,1109.0,1127.3,1097.0,1117.0,1435.0,1483.95,1367.5,1470.0,384.0,287.0,4.0,371.5,325.0,8.0,6.0,2.0,6.0,0.0,0.0,0.0,696.5,326.0,25.87917042380523,0.9562669071235347,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,8,16,20,1439.5,1439.5,1452.05,1421.0,1446.5,1725.0,1786.5,1711.5,1746.0,729.0,546.0,8.0,345.0,317.0,12.0,10.0,3.0,11.0,0.0,0.0,0.0,662.0,285.5,37.92983674887114,0.8742618964918375,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,8,32,20,2121.0,2121.0,2152.15,2084.0,2139.5,2437.5,2517.75,2412.0,2502.0,1449.0,1076.0,15.0,307.0,283.5,24.0,22.0,3.0,22.0,0.0,0.0,0.0,590.5,316.5,50.730787364450734,0.9396511079679396,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,16,4,20,912.0,912.0,947.1,896.5,942.5,1204.0,1245.1,1161.0,1230.0,225.5,169.5,2.0,349.5,329.5,4.0,2.0,2.0,2.0,0.0,0.0,0.0,679.0,292.0,18.585526315789473,0.9725877192982456,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,16,8,20,993.5,993.5,1026.35,990.0,1005.0,1288.0,1359.35,1279.0,1303.0,402.0,317.0,4.0,300.5,269.5,8.0,6.0,2.0,6.0,0.0,0.0,0.0,570.0,294.5,31.9073980875692,1.0674383492702566,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,16,16,20,1523.0,1523.0,1588.1,1517.5,1541.5,1852.0,1887.7,1825.5,1865.0,811.5,628.0,8.0,346.0,322.0,13.0,11.0,3.0,10.0,0.0,0.0,0.0,668.0,329.0,41.2344057780696,0.8263296126066974,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,16,32,20,2382.5,2382.5,2417.35,2378.0,2397.5,2732.5,2817.05,2693.5,2777.5,1614.0,1244.0,15.0,355.0,328.5,25.0,23.0,3.0,22.0,0.0,0.0,0.0,683.5,350.0,52.21406086044071,0.8365162644281218,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,32,4,20,874.5,874.5,907.1,871.0,886.5,1136.0,1248.15,1130.0,1164.0,252.0,209.0,2.0,322.0,292.5,4.0,2.0,1.0,2.0,0.0,0.0,0.0,614.5,261.5,23.89937106918239,1.0142938822184104,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,32,8,20,1006.0,1006.0,1023.25,1001.5,1012.0,1290.0,1333.1,1281.0,1298.0,476.0,395.0,4.0,263.5,241.0,8.0,6.0,2.0,6.0,0.0,0.0,0.0,504.5,284.0,39.26441351888668,1.0541749502982107,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,32,16,20,1524.5,1524.5,1568.25,1508.5,1543.5,1823.5,1895.95,1799.5,1862.5,952.5,779.0,8.0,280.5,248.5,12.0,10.0,3.0,10.0,0.0,0.0,0.0,529.0,299.0,51.09872089209577,0.8255165628074779,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,off,32,32,20,2603.5,2603.5,2717.0,2566.0,2626.0,2963.5,3034.1,2920.5,2976.5,1917.5,1545.0,16.0,308.0,294.0,24.0,22.0,3.0,21.0,0.0,0.0,0.0,602.0,360.0,59.34319185711542,0.7655079700403303,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp,tree,on,8,4,20,438.5,438.5,447.30000000000007,437.0,440.5,720.0,735.5,717.0,724.5,183.0,140.0,2.0,133.0,115.0,3.0,0.0,1.0,2.0,9.0,38.5,193.0,248.0,281.5,31.92702394526796,2.022805017103763,2.033067274800456,1.7630979498861048,2.0469107551487413,1.6270833333333334,1.5389924085576259,1.6689847009735743
scna-fp16,exp,tree,on,8,8,20,611.5,611.5,626.05,608.0,623.0,848.5,873.6,834.5,863.5,353.5,273.0,4.0,132.0,108.0,7.0,4.0,2.0,4.0,9.0,30.5,192.0,240.0,237.0,44.6443172526574,1.7342600163532298,1.813573180703189,1.7720706260032102,1.8289473684210527,1.6912197996464349,1.6114206745727493,1.744809698111196
scna-fp16,exp,tree,on,8,16,20,954.5,954.5,963.2,953.0,959.0,1223.5,1269.3,1209.5,1258.0,686.5,540.0,7.0,131.0,97.0,10.5,9.0,2.0,11.0,10.0,19.0,193.0,228.0,269.0,56.574122577265584,1.3184913567312728,1.5081194342587743,1.4884696016771488,1.5154693235448349,1.409889660809154,1.3692185007974482,1.4340893494001945
scna-fp16,exp,tree,on,8,32,20,1821.5,1821.5,1905.3,1819.0,1875.0,2129.5,2252.65,2122.0,2148.0,1437.5,1079.0,14.0,153.5,150.0,22.0,20.5,4.0,20.0,9.0,95.0,192.0,303.5,308.0,59.236892670875655,1.0941531704639034,1.1644249245127642,1.128,1.1745427401742448,1.1446348908194413,1.128743812206548,1.177688867968934
scna-fp16,exp,tree,on,16,4,20,447.0,447.0,450.05,445.0,449.0,687.0,705.1,686.0,688.0,199.0,158.0,2.0,131.0,109.0,3.0,0.0,1.0,2.0,8.0,31.0,193.0,240.0,240.0,35.34675615212528,1.9843400447427293,2.040268456375839,2.0044889612003707,2.111731843575419,1.75254730713246,1.6848617176128093,1.7915451895043732
scna-fp16,exp,tree,on,16,8,20,642.5,642.5,648.1,640.0,645.0,908.0,958.75,862.0,934.0,390.5,312.5,4.0,130.0,101.5,6.5,4.0,2.0,4.0,8.0,23.0,192.0,231.5,265.5,48.63813229571984,1.6505836575875485,1.5463035019455253,1.536784206702334,1.5644223263075723,1.4185022026431717,1.3758029978586723,1.4953596287703017
scna-fp16,exp,tree,on,16,16,20,1168.0,1168.0,1182.45,1157.0,1171.0,1467.5,1490.0,1387.5,1482.5,804.5,630.0,7.0,163.0,160.0,10.5,8.0,3.0,10.0,9.0,114.5,192.0,323.0,299.5,53.93835616438356,1.0774828767123288,1.3039383561643836,1.2982905982905983,1.324731182795699,1.2620102214650766,1.2395693135935397,1.3358530095082557
scna-fp16,exp,tree,on,16,32,20,1967.0,1967.0,1989.0,1950.5,1982.0,2275.5,2313.45,2259.5,2291.5,1590.5,1242.0,14.0,152.0,142.5,24.0,21.0,4.5,20.5,9.0,85.5,192.0,294.5,308.5,63.14184036603965,1.0132180986273513,1.2112353838332486,1.2016169782718544,1.2231294533790464,1.200834981322786,1.1819362533541575,1.2210529809808877
scna-fp16,exp,tree,on,32,4,20,480.5,480.5,500.2,479.0,492.0,677.5,762.0,666.5,734.5,239.5,198.5,2.0,130.0,103.0,3.0,0.0,0.5,3.0,9.0,24.5,192.0,233.0,197.0,41.31113423517169,1.845993756503642,1.8199791883454735,1.7804816581431944,1.846875,1.6767527675276752,1.5436517587045495,1.7306547619047619
scna-fp16,exp,tree,on,32,8,20,755.0,755.0,765.55,754.0,757.5,1005.0,1032.65,1001.5,1012.0,477.5,394.0,4.0,137.0,121.0,6.5,4.5,2.0,4.0,8.0,49.5,193.0,258.0,250.0,52.18543046357616,1.404635761589404,1.3324503311258278,1.3258278145695364,1.3421750663129974,1.2835820895522387,1.272412691147052,1.294060380018208
scna-fp16,exp,tree,on,32,16,20,1188.5,1188.5,1194.2,1187.0,1191.0,1437.5,1510.3,1424.5,1447.0,920.0,775.0,7.0,131.0,99.0,10.0,9.0,2.0,10.0,9.0,20.5,193.0,230.0,249.0,65.20824568784182,1.058897770298696,1.28270929743374,1.268713204373423,1.299329298687525,1.2685217391304349,1.2474939509160041,1.3009845634119102
scna-fp16,exp,tree,on,32,32,20,2165.5,2165.5,2171.2,2162.0,2167.0,2488.0,2531.2,2479.0,2510.0,1854.0,1541.0,14.0,131.0,97.0,23.0,21.0,4.0,20.0,10.0,18.0,193.0,228.0,322.5,71.16139459709075,0.9203417224659431,1.2022627568690833,1.1892260342063947,1.2132132132132132,1.1911173633440515,1.1705410821643287,1.199191102123357
scna-fp16,exp2,direct,off,8,4,20,864.0,864.0,909.35,813.0,894.0,1162.5,1249.95,1126.5,1206.0,208.0,162.0,2.0,336.0,300.5,4.0,3.0,2.0,2.5,0.0,0.0,0.0,636.5,298.5,18.75,1.0266203703703705,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp2,direct,off,8,8,20,1144.0,1144.0,1231.15,1080.5,1154.5,1447.0,1531.1,1364.0,1490.0,419.0,320.0,4.0,366.5,333.0,8.0,6.0,2.0,6.0,0.0,0.0,0.0,699.5,303.0,27.972027972027973,0.9270104895104895,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp2,direct,off,8,16,20,1543.5,1543.5,1585.15,1537.5,1550.5,1864.5,1925.95,1847.0,1889.0,816.0,626.0,8.0,357.0,330.5,12.0,11.0,2.0,10.0,0.0,0.0,0.0,687.5,321.0,40.557175251052804,0.815354713313897,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp2,direct,off,8,32,20,2432.0,2432.0,2453.25,2414.85,2442.5,2755.0,2847.0,2725.5,2781.0,1629.5,1244.5,15.5,383.0,330.5,24.5,23.0,3.0,22.0,0.0,0.0,0.0,713.5,323.0,51.171875,0.8194901315789473,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp2,direct,off,16,4,20,941.5,941.5,1090.0,916.0,947.5,1206.5,1401.2,1192.0,1217.5,271.0,226.0,2.0,327.5,323.5,4.0,4.0,2.0,2.0,0.0,0.0,0.0,651.0,265.0,24.004248539564525,0.942113648433351,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp2,direct,off,16,8,20,1276.0,1276.0,1356.4,1257.5,1290.0,1584.0,1714.8000000000002,1529.4875,1609.5,544.0,443.0,4.0,369.5,337.5,8.0,7.0,2.0,6.0,0.0,0.0,0.0,707.0,308.0,34.71786833855799,0.8311128526645768,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp2,direct,off,16,16,20,1771.5,1771.5,1848.25,1720.5,1783.0,2085.5,2170.55,2040.5,2135.5375,1087.5,877.0,8.0,282.0,366.0,14.0,10.5,3.0,11.0,0.0,0.0,0.0,648.0,314.0,49.50606830369743,0.7104149026248942,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp2,direct,off,16,32,20,2995.5,2995.5,3036.2,2965.5,3012.0,3319.5,3417.9,3288.0,3365.5,2123.0,1731.0,16.0,427.5,366.0,24.0,23.0,3.0,22.0,0.0,0.0,0.0,793.5,324.0,57.78668002003005,0.6653313303288265,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp2,direct,off,32,4,20,1106.0,1106.0,1118.4,1034.0,1115.0,1360.5,1464.25,1351.5,1384.5,419.0,374.0,2.0,346.0,326.5,4.0,5.0,2.0,2.0,0.0,0.0,0.0,672.5,254.5,33.815551537070526,0.8019891500904159,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp2,direct,off,32,8,20,1511.5,1511.5,1528.9,1507.0,1514.5,1857.0,1881.45,1797.0,1861.5,821.0,729.5,4.0,351.0,309.5,8.0,9.0,2.0,6.0,0.0,0.0,0.0,660.5,345.5,48.263314588157456,0.7016209063843863,1.0,1.0,1.0,1.0,1.0,1.0
scna-fp16,exp2,direct,off,32,16,20,2356.0,2356.0,2369.2,2349.0,2364.0,2654.5,2716.15,2643.0,2672.5,1628.5,1443.0,8.0,357.5,326.0,12.0,13.0,3.0,10.5,0.0,0.0,0.0,683.5,298.5,61.24787775891341,0.5341680814940577,1.0,1.0,1.0,1.0,1.0,1.0
