mode,function,kernel,scna_width,qo_len,iteration,profiled_total,safe_sm,scna_exp,q_load,k_load,v_load,qk_dot,core_acc,host_elapsed
scna-fp16,exp2,tree,32,4,7,787.0,256.0,212.0,2.0,281.0,238.0,4.0,2.0,1000.0
scna-fp16,exp2,tree,32,4,8,786.0,255.0,212.0,2.0,278.0,241.0,4.0,2.0,997.0
scna-fp16,exp2,tree,32,4,9,819.0,254.0,211.0,2.0,283.0,270.0,4.0,2.0,1135.0
scna-fp16,exp2,tree,32,4,10,806.0,254.0,211.0,2.0,288.0,253.0,4.0,2.0,1103.0
scna-fp16,exp2,tree,32,4,11,818.0,256.0,211.0,2.0,298.0,253.0,4.0,2.0,1065.0
scna-fp16,exp2,tree,32,4,12,835.0,257.0,210.0,2.0,293.0,273.0,4.0,2.0,1090.0
scna-fp16,exp2,tree,32,4,13,819.0,256.0,211.0,2.0,291.0,260.0,4.0,2.0,1092.0
scna-fp16,exp2,tree,32,4,14,819.0,256.0,210.0,2.0,298.0,254.0,4.0,2.0,1042.0
scna-fp16,exp2,tree,32,4,15,819.0,255.0,211.0,2.0,288.0,265.0,4.0,2.0,1066.0
scna-fp16,exp2,tree,32,4,16,824.0,254.0,211.0,2.0,293.0,266.0,4.0,2.0,1076.0
scna-fp16,exp2,tree,32,4,17,816.0,253.0,210.0,2.0,284.0,267.0,4.0,2.0,1120.0
scna-fp16,exp2,tree,32,4,18,817.0,254.0,210.0,2.0,286.0,265.0,4.0,2.0,1080.0
scna-fp16,exp2,tree,32,4,19,799.0,253.0,211.0,1.0,285.0,251.0,4.0,2.0,1070.0
scna-fp16,exp2,tree,32,8,0,1100.0,494.0,413.0,4.0,304.0,276.0,8.0,6.0,1425.0
scna-fp16,exp2,tree,32,8,1,1057.0,492.0,414.0,3.0,294.0,246.0,8.0,6.0,1353.0
scna-fp16,exp2,tree,32,8,2,1038.0,491.0,412.0,4.0,277.0,244.0,8.0,6.0,1329.0
scna-fp16,exp2,tree,32,8,3,1147.0,498.0,413.0,3.0,314.0,310.0,8.0,6.0,1437.0
scna-fp16,exp2,tree,32,8,4,1133.0,501.0,412.0,4.0,302.0,304.0,8.0,6.0,1416.0
scna-fp16,exp2,tree,32,8,5,1147.0,500.0,412.0,4.0,327.0,294.0,8.0,6.0,1394.0
scna-fp16,exp2,tree,32,8,6,1131.0,502.0,413.0,4.0,303.0,300.0,8.0,6.0,1412.0
scna-fp16,exp2,tree,32,8,7,1155.0,502.0,413.0,4.0,314.0,313.0,8.0,6.0,1408.0
scna-fp16,exp2,tree,32,8,8,1150.0,502.0,413.0,4.0,307.0,315.0,8.0,6.0,1408.0
scna-fp16,exp2,tree,32,8,9,1153.0,504.0,413.0,4.0,330.0,293.0,8.0,6.0,1407.0
scna-fp16,exp2,tree,32,8,10,1145.0,501.0,412.0,4.0,328.0,290.0,8.0,6.0,1408.0
scna-fp16,exp2,tree,32,8,11,1159.0,503.0,412.0,4.0,326.0,304.0,8.0,6.0,1412.0
scna-fp16,exp2,tree,32,8,12,1157.0,502.0,412.0,4.0,327.0,302.0,8.0,6.0,1420.0
scna-fp16,exp2,tree,32,8,13,1158.0,503.0,412.0,4.0,327.0,302.0,8.0,6.0,1420.0
scna-fp16,exp2,tree,32,8,14,1248.0,519.0,417.0,3.0,358.0,346.0,8.0,6.0,1572.0
scna-fp16,exp2,tree,32,8,15,1278.0,525.0,421.0,4.0,388.0,339.0,8.0,6.0,1543.0
scna-fp16,exp2,tree,32,8,16,1280.0,522.0,421.0,4.0,386.0,346.0,8.0,6.0,1574.0
scna-fp16,exp2,tree,32,8,17,1273.0,525.0,421.0,4.0,384.0,338.0,8.0,6.0,1547.0
scna-fp16,exp2,tree,32,8,18,1279.0,521.0,422.0,4.0,395.0,337.0,8.0,6.0,1532.0
scna-fp16,exp2,tree,32,8,19,1277.0,520.0,421.0,4.0,392.0,339.0,8.0,6.0,1588.0
scna-fp16,exp2,tree,32,16,0,1549.0,969.0,815.0,7.0,286.0,253.0,12.0,10.0,1835.0
scna-fp16,exp2,tree,32,16,1,1686.0,996.0,817.0,8.0,324.0,324.0,12.0,10.0,2034.0
scna-fp16,exp2,tree,32,16,2,1720.0,1002.0,819.0,8.0,346.0,330.0,12.0,10.0,1983.0
scna-fp16,exp2,tree,32,16,3,1722.0,1001.0,819.0,8.0,360.0,319.0,12.0,10.0,1985.0
scna-fp16,exp2,tree,32,16,4,1726.0,1004.0,818.0,8.0,381.0,299.0,12.0,10.0,1973.0
scna-fp16,exp2,tree,32,16,5,1730.0,991.0,819.0,8.0,380.0,317.0,12.0,10.0,1980.0
scna-fp16,exp2,tree,32,16,6,1733.0,1004.0,818.0,8.0,360.0,327.0,12.0,10.0,1978.0
scna-fp16,exp2,tree,32,16,7,1733.0,1004.0,818.0,8.0,358.0,329.0,12.0,10.0,1984.0
scna-fp16,exp2,tree,32,16,8,1727.0,1006.0,818.0,8.0,361.0,318.0,12.0,10.0,2025.0
scna-fp16,exp2,tree,32,16,9,1860.0,1034.0,829.0,7.0,427.0,358.0,12.0,10.0,2101.0
scna-fp16,exp2,tree,32,16,10,1866.0,1035.0,829.0,7.0,428.0,361.0,12.0,11.0,2187.0
scna-fp16,exp2,tree,32,16,11,1858.0,1035.0,829.0,8.0,420.0,361.0,12.0,10.0,2111.0
scna-fp16,exp2,tree,32,16,12,1867.0,1035.0,828.0,8.0,428.0,361.0,12.0,11.0,2178.0
scna-fp16,exp2,tree,32,16,13,1834.0,1025.0,826.0,8.0,416.0,351.0,12.0,10.0,2137.0
scna-fp16,exp2,tree,32,16,14,1841.0,1027.0,827.0,8.0,418.0,354.0,12.0,10.0,2211.0
scna-fp16,exp2,tree,32,16,15,1833.0,1017.0,825.0,8.0,421.0,353.0,12.0,10.0,2160.0
scna-fp16,exp2,tree,32,16,16,1819.0,1020.0,826.0,8.0,408.0,349.0,12.0,10.0,2153.0
scna-fp16,exp2,tree,32,16,17,1822.0,1021.0,825.0,8.0,414.0,344.0,12.0,11.0,2095.0
scna-fp16,exp2,tree,32,16,18,1823.0,1020.0,825.0,8.0,413.0,348.0,12.0,10.0,2157.0
scna-fp16,exp2,tree,32,16,19,1815.0,1018.0,825.0,8.0,410.0,344.0,12.0,11.0,2102.0
scna-fp16,exp2,tree,32,32,0,2762.0,1993.0,1624.0,15.0,357.0,326.0,24.0,23.0,3115.0
scna-fp16,exp2,tree,32,32,1,2702.0,1968.0,1624.0,15.0,336.0,313.0,24.0,22.0,3012.0
scna-fp16,exp2,tree,32,32,2,2734.0,1993.0,1621.0,15.0,333.0,322.0,24.0,22.0,3036.0
scna-fp16,exp2,tree,32,32,3,2719.0,1972.0,1620.0,15.0,341.0,322.0,24.0,23.0,3046.0
scna-fp16,exp2,tree,32,32,4,2773.0,1996.0,1624.0,15.0,359.0,333.0,24.0,22.0,3168.0
scna-fp16,exp2,tree,32,32,5,2833.0,2008.0,1627.0,15.0,394.0,346.0,24.0,23.0,3223.0
scna-fp16,exp2,tree,32,32,6,2821.0,2005.0,1627.0,15.0,381.0,348.0,24.0,23.0,3155.0
scna-fp16,exp2,tree,32,32,7,2791.0,1994.0,1626.0,15.0,390.0,322.0,24.0,23.0,3095.0
scna-fp16,exp2,tree,32,32,8,2663.0,1963.0,1620.0,15.0,328.0,287.0,24.0,22.0,3036.0
scna-fp16,exp2,tree,32,32,9,2667.0,1968.0,1618.0,15.0,318.0,297.0,24.0,22.0,2965.0
scna-fp16,exp2,tree,32,32,10,2669.0,1976.0,1618.0,15.0,317.0,292.0,24.0,22.0,2951.0
scna-fp16,exp2,tree,32,32,11,2679.0,1979.0,1619.0,15.0,313.0,301.0,24.0,23.0,3015.0
scna-fp16,exp2,tree,32,32,12,2681.0,1980.0,1618.0,15.0,316.0,300.0,24.0,22.0,2941.0
scna-fp16,exp2,tree,32,32,13,2664.0,1972.0,1618.0,15.0,312.0,295.0,24.0,22.0,2989.0
scna-fp16,exp2,tree,32,32,14,2654.0,1976.0,1618.0,15.0,308.0,285.0,24.0,22.0,2995.0
scna-fp16,exp2,tree,32,32,15,2668.0,1977.0,1618.0,15.0,311.0,295.0,24.0,23.0,3065.0
scna-fp16,exp2,tree,32,32,16,2670.0,1978.0,1618.0,15.0,311.0,296.0,24.0,23.0,3033.0
scna-fp16,exp2,tree,32,32,17,2667.0,1976.0,1618.0,15.0,311.0,295.0,24.0,23.0,3039.0
scna-fp16,exp2,tree,32,32,18,2656.0,1976.0,1618.0,15.0,312.0,282.0,24.0,23.0,3049.0
scna-fp16,exp2,tree,32,32,19,2669.0,1978.0,1618.0,15.0,313.0,293.0,24.0,22.0,2983.0
scna-int8,exp,direct,8,4,0,864.0,212.0,169.0,2.0,322.0,318.0,4.0,3.0,1143.0
scna-int8,exp,direct,8,4,1,881.0,212.0,169.0,2.0,329.0,325.0,4.0,4.0,1137.0
scna-int8,exp,direct,8,4,2,870.0,216.0,169.0,2.0,315.0,327.0,4.0,3.0,1134.0
scna-int8,exp,direct,8,4,3,846.0,214.0,168.0,2.0,330.0,291.0,4.0,2.0,1164.0
scna-int8,exp,direct,8,4,4,776.0,211.0,169.0,2.0,288.0,265.0,4.0,3.0,1026.0
scna-int8,exp,direct,8,4,5,780.0,212.0,169.0,2.0,288.0,267.0,4.0,4.0,1026.0
scna-int8,exp,direct,8,4,6,864.0,213.0,169.0,2.0,328.0,311.0,4.0,3.0,1144.0
scna-int8,exp,direct,8,4,7,826.0,216.0,169.0,2.0,313.0,285.0,4.0,3.0,1144.0
scna-int8,exp,direct,8,4,8,867.0,213.0,168.0,2.0,327.0,314.0,4.0,3.0,1140.0
scna-int8,exp,direct,8,4,9,851.0,215.0,168.0,2.0,323.0,301.0,4.0,3.0,1142.0
scna-int8,exp,direct,8,4,10,845.0,214.0,168.0,2.0,327.0,293.0,4.0,2.0,1151.0
scna-int8,exp,direct,8,4,11,841.0,212.0,169.0,2.0,319.0,298.0,4.0,3.0,1142.0
scna-int8,exp,direct,8,4,12,863.0,214.0,168.0,2.0,323.0,314.0,4.0,3.0,1141.0
scna-int8,exp,direct,8,4,13,930.0,227.0,172.0,2.0,362.0,328.0,4.0,3.0,1198.0
scna-int8,exp,direct,8,4,14,919.0,225.0,172.0,2.0,354.0,328.0,4.0,3.0,1229.0
scna-int8,exp,direct,8,4,15,921.0,226.0,173.0,2.0,354.0,328.0,4.0,4.0,1212.0
scna-int8,exp,direct,8,4,16,922.0,226.0,172.0,2.0,352.0,330.0,4.0,4.0,1197.0
scna-int8,exp,direct,8,4,17,914.0,224.0,173.0,2.0,352.0,324.0,4.0,4.0,1195.0
scna-int8,exp,direct,8,4,18,918.0,226.0,173.0,2.0,351.0,328.0,4.0,3.0,1193.0
scna-int8,exp,direct,8,4,19,914.0,227.0,173.0,2.0,349.0,324.0,4.0,4.0,1186.0
scna-int8,exp,direct,8,8,0,1116.0,418.0,330.0,4.0,338.0,333.0,8.0,7.0,1392.0
scna-int8,exp,direct,8,8,1,1094.0,420.0,330.0,4.0,335.0,311.0,8.0,8.0,1391.0
scna-int8,exp,direct,8,8,2,1078.0,417.0,330.0,4.0,336.0,297.0,8.0,8.0,1396.0
scna-int8,exp,direct,8,8,3,1096.0,419.0,330.0,4.0,340.0,309.0,8.0,8.0,1394.0
scna-int8,exp,direct,8,8,4,1111.0,419.0,329.0,4.0,333.0,331.0,8.0,8.0,1392.0
scna-int8,exp,direct,8,8,5,1079.0,418.0,331.0,3.0,334.0,301.0,8.0,7.0,1410.0
scna-int8,exp,direct,8,8,6,1091.0,420.0,330.0,4.0,334.0,309.0,8.0,8.0,1396.0
scna-int8,exp,direct,8,8,7,1129.0,431.0,333.0,3.0,351.0,320.0,8.0,8.0,1380.0
scna-int8,exp,direct,8,8,8,1157.0,442.0,337.0,4.0,362.0,326.0,8.0,8.0,1516.0
scna-int8,exp,direct,8,8,9,1167.0,440.0,337.0,4.0,372.0,327.0,8.0,8.0,1452.0
scna-int8,exp,direct,8,8,10,1167.0,441.0,337.0,5.0,367.0,330.0,8.0,8.0,1475.0
scna-int8,exp,direct,8,8,11,1171.0,442.0,336.0,4.0,371.0,330.0,8.0,8.0,1473.0
scna-int8,exp,direct,8,8,12,1169.0,441.0,336.0,5.0,370.0,330.0,8.0,7.0,1462.0
scna-int8,exp,direct,8,8,13,1162.0,439.0,335.0,5.0,368.0,326.0,9.0,7.0,1472.0
scna-int8,exp,direct,8,8,14,1147.0,438.0,336.0,4.0,363.0,318.0,8.0,7.0,1469.0
scna-int8,exp,direct,8,8,15,1160.0,440.0,336.0,4.0,367.0,325.0,8.0,8.0,1464.0
scna-int8,exp,direct,8,8,16,1152.0,440.0,336.0,4.0,359.0,325.0,8.0,8.0,1482.0
scna-int8,exp,direct,8,8,17,1150.0,438.0,335.0,4.0,369.0,315.0,8.0,8.0,1412.0
scna-int8,exp,direct,8,8,18,1155.0,439.0,336.0,5.0,358.0,330.0,8.0,7.0,1476.0
scna-int8,exp,direct,8,8,19,1152.0,437.0,335.0,5.0,363.0,324.0,8.0,7.0,1502.0
scna-int8,exp,direct,8,16,0,1391.0,813.0,654.0,8.0,277.0,258.0,12.0,11.0,1682.0
scna-int8,exp,direct,8,16,1,1445.0,819.0,653.0,8.0,299.0,283.0,12.0,11.0,1775.0
scna-int8,exp,direct,8,16,2,1456.0,820.0,653.0,7.0,306.0,286.0,12.0,12.0,1771.0
scna-int8,exp,direct,8,16,3,1526.0,836.0,656.0,8.0,323.0,322.0,12.0,12.0,1879.0
scna-int8,exp,direct,8,16,4,1589.0,847.0,657.0,8.0,372.0,326.0,12.0,12.0,1916.0
scna-int8,exp,direct,8,16,5,1588.0,848.0,657.0,8.0,371.0,326.0,12.0,11.0,1880.0
scna-int8,exp,direct,8,16,6,1588.0,851.0,657.0,9.0,366.0,326.0,12.0,11.0,1851.0
scna-int8,exp,direct,8,16,7,1585.0,846.0,657.0,8.0,371.0,324.0,12.0,11.0,1872.0
scna-int8,exp,direct,8,16,8,1585.0,848.0,657.0,8.0,370.0,323.0,12.0,11.0,1859.0
scna-int8,exp,direct,8,16,9,1586.0,845.0,657.0,8.0,371.0,326.0,12.0,11.0,1869.0
scna-int8,exp,direct,8,16,10,1583.0,847.0,657.0,8.0,369.0,324.0,12.0,11.0,1830.0
scna-int8,exp,direct,8,16,11,1584.0,846.0,656.0,8.0,368.0,326.0,12.0,11.0,1904.0
scna-int8,exp,direct,8,16,12,1575.0,847.0,657.0,8.0,360.0,325.0,12.0,11.0,1927.0
scna-int8,exp,direct,8,16,13,1583.0,845.0,656.0,8.0,371.0,323.0,12.0,12.0,1877.0
scna-int8,exp,direct,8,16,14,1589.0,846.0,656.0,8.0,366.0,334.0,12.0,11.0,1951.0
scna-int8,exp,direct,8,16,15,1575.0,848.0,655.0,8.0,356.0,328.0,12.0,11.0,1869.0
scna-int8,exp,direct,8,16,16,1583.0,847.0,656.0,8.0,369.0,324.0,12.0,11.0,1855.0
scna-int8,exp,direct,8,16,17,1577.0,844.0,656.0,8.0,367.0,323.0,12.0,11.0,1882.0
scna-int8,exp,direct,8,16,18,1575.0,847.0,657.0,8.0,354.0,331.0,12.0,11.0,1874.0
scna-int8,exp,direct,8,16,19,1582.0,844.0,656.0,8.0,367.0,328.0,12.0,11.0,1894.0
scna-int8,exp,direct,8,32,0,2501.0,1689.0,1308.0,15.0,392.0,332.0,24.0,24.0,2790.0
scna-int8,exp,direct,8,32,1,2494.0,1684.0,1307.0,15.0,389.0,332.0,24.0,25.0,2772.0
scna-int8,exp,direct,8,32,2,2488.0,1684.0,1308.0,15.0,385.0,332.0,24.0,24.0,2873.0
scna-int8,exp,direct,8,32,3,2502.0,1684.0,1308.0,15.0,394.0,337.0,24.0,24.0,2778.0
scna-int8,exp,direct,8,32,4,2502.0,1679.0,1306.0,15.0,398.0,337.0,24.0,24.0,2851.0
scna-int8,exp,direct,8,32,5,2495.0,1689.0,1307.0,15.0,389.0,330.0,24.0,24.0,2783.0
scna-int8,exp,direct,8,32,6,2490.0,1685.0,1307.0,15.0,380.0,337.0,24.0,24.0,2893.0
scna-int8,exp,direct,8,32,7,2482.0,1680.0,1307.0,15.0,387.0,327.0,24.0,24.0,2783.0
scna-int8,exp,direct,8,32,8,2494.0,1679.0,1306.0,15.0,386.0,341.0,24.0,24.0,2799.0
scna-int8,exp,direct,8,32,9,2499.0,1682.0,1306.0,15.0,384.0,346.0,24.0,24.0,2850.0
scna-int8,exp,direct,8,32,10,2484.0,1680.0,1305.0,15.0,384.0,332.0,24.0,24.0,2768.0
scna-int8,exp,direct,8,32,11,2483.0,1681.0,1306.0,15.0,386.0,329.0,24.0,23.0,2771.0
scna-int8,exp,direct,8,32,12,2498.0,1686.0,1307.0,15.0,383.0,341.0,24.0,24.0,2897.0
scna-int8,exp,direct,8,32,13,2509.0,1684.0,1306.0,15.0,393.0,343.0,24.0,25.0,2821.0
scna-int8,exp,direct,8,32,14,2456.0,1671.0,1307.0,15.0,383.0,315.0,24.0,24.0,2793.0
scna-int8,exp,direct,8,32,15,2483.0,1676.0,1305.0,15.0,384.0,335.0,24.0,25.0,2832.0
scna-int8,exp,direct,8,32,16,2483.0,1677.0,1306.0,15.0,379.0,339.0,24.0,24.0,2767.0
scna-int8,exp,direct,8,32,17,2397.0,1653.0,1304.0,15.0,358.0,301.0,24.0,23.0,2697.0
scna-int8,exp,direct,8,32,18,2361.0,1664.0,1300.0,15.0,306.0,304.0,24.0,23.0,2641.0
scna-int8,exp,direct,8,32,19,2396.0,1672.0,1300.0,15.0,324.0,312.0,24.0,25.0,2663.0
scna-int8,exp,direct,16,4,0,872.0,254.0,213.0,2.0,314.0,290.0,4.0,3.0,1110.0
scna-int8,exp,direct,16,4,1,850.0,255.0,213.0,2.0,293.0,287.0,4.0,4.0,1110.0
scna-int8,exp,direct,16,4,2,861.0,255.0,212.0,2.0,305.0,288.0,4.0,2.0,1109.0
scna-int8,exp,direct,16,4,3,857.0,256.0,213.0,2.0,301.0,286.0,4.0,3.0,1110.0
scna-int8,exp,direct,16,4,4,893.0,257.0,212.0,2.0,305.0,317.0,4.0,3.0,1148.0
scna-int8,exp,direct,16,4,5,880.0,256.0,213.0,2.0,312.0,298.0,4.0,3.0,1165.0
scna-int8,exp,direct,16,4,6,926.0,257.0,213.0,2.0,339.0,316.0,4.0,3.0,1161.0
scna-int8,exp,direct,16,4,7,921.0,258.0,213.0,2.0,341.0,310.0,4.0,2.0,1161.0
scna-int8,exp,direct,16,4,8,910.0,256.0,213.0,2.0,309.0,332.0,4.0,3.0,1166.0
scna-int8,exp,direct,16,4,9,915.0,256.0,213.0,2.0,330.0,314.0,4.0,4.0,1163.0
scna-int8,exp,direct,16,4,10,929.0,259.0,213.0,2.0,342.0,315.0,4.0,2.0,1163.0
scna-int8,exp,direct,16,4,11,942.0,257.0,212.0,2.0,336.0,336.0,4.0,2.0,1278.0
scna-int8,exp,direct,16,4,12,912.0,257.0,213.0,2.0,322.0,319.0,4.0,3.0,1194.0
scna-int8,exp,direct,16,4,13,928.0,256.0,213.0,2.0,336.0,322.0,4.0,3.0,1171.0
scna-int8,exp,direct,16,4,14,932.0,259.0,212.0,2.0,344.0,316.0,4.0,2.0,1162.0
scna-int8,exp,direct,16,4,15,934.0,258.0,213.0,2.0,334.0,329.0,4.0,3.0,1162.0
scna-int8,exp,direct,16,4,16,936.0,259.0,213.0,2.0,335.0,331.0,4.0,2.0,1278.0
scna-int8,exp,direct,16,4,17,930.0,264.0,215.0,2.0,334.0,320.0,4.0,2.0,1271.0
scna-int8,exp,direct,16,4,18,978.0,270.0,216.0,2.0,370.0,325.0,4.0,2.0,1290.0
scna-int8,exp,direct,16,4,19,989.0,272.0,216.0,2.0,373.0,332.0,4.0,2.0,1225.0
scna-int8,exp,direct,16,8,0,1211.0,505.0,417.0,4.0,334.0,343.0,8.0,9.0,1512.0
scna-int8,exp,direct,16,8,1,1178.0,506.0,418.0,4.0,308.0,336.0,8.0,8.0,1511.0
scna-int8,exp,direct,16,8,2,1184.0,506.0,419.0,5.0,311.0,337.0,8.0,9.0,1512.0
scna-int8,exp,direct,16,8,3,1176.0,506.0,418.0,4.0,306.0,336.0,8.0,8.0,1511.0
scna-int8,exp,direct,16,8,4,1193.0,507.0,419.0,4.0,341.0,317.0,8.0,8.0,1430.0
scna-int8,exp,direct,16,8,5,1181.0,512.0,419.0,4.0,326.0,315.0,8.0,8.0,1456.0
scna-int8,exp,direct,16,8,6,1211.0,513.0,419.0,4.0,344.0,327.0,8.0,7.0,1559.0
scna-int8,exp,direct,16,8,7,1209.0,513.0,419.0,4.0,346.0,322.0,9.0,7.0,1543.0
scna-int8,exp,direct,16,8,8,1193.0,510.0,418.0,4.0,346.0,310.0,8.0,8.0,1426.0
scna-int8,exp,direct,16,8,9,1105.0,501.0,419.0,5.0,303.0,274.0,8.0,7.0,1334.0
scna-int8,exp,direct,16,8,10,1131.0,506.0,418.0,3.0,293.0,305.0,8.0,8.0,1429.0
scna-int8,exp,direct,16,8,11,1155.0,513.0,418.0,5.0,316.0,298.0,8.0,7.0,1462.0
scna-int8,exp,direct,16,8,12,1161.0,511.0,417.0,4.0,295.0,327.0,8.0,8.0,1422.0
scna-int8,exp,direct,16,8,13,1157.0,510.0,418.0,4.0,317.0,303.0,8.0,8.0,1412.0
scna-int8,exp,direct,16,8,14,1162.0,510.0,417.0,5.0,317.0,307.0,8.0,8.0,1418.0
scna-int8,exp,direct,16,8,15,1163.0,510.0,418.0,4.0,311.0,315.0,8.0,7.0,1427.0
scna-int8,exp,direct,16,8,16,1168.0,510.0,418.0,4.0,324.0,306.0,8.0,8.0,1414.0
scna-int8,exp,direct,16,8,17,1180.0,513.0,418.0,5.0,319.0,320.0,8.0,8.0,1511.0
scna-int8,exp,direct,16,8,18,1181.0,512.0,419.0,5.0,327.0,314.0,8.0,8.0,1460.0
scna-int8,exp,direct,16,8,19,1185.0,511.0,419.0,4.0,329.0,317.0,8.0,8.0,1472.0
scna-int8,exp,direct,16,16,0,1689.0,1000.0,826.0,8.0,327.0,316.0,12.0,11.0,1939.0
scna-int8,exp,direct,16,16,1,1692.0,1002.0,826.0,8.0,334.0,311.0,12.0,12.0,2050.0
scna-int8,exp,direct,16,16,2,1670.0,1003.0,827.0,8.0,314.0,308.0,12.0,12.0,1936.0
scna-int8,exp,direct,16,16,3,1743.0,1016.0,829.0,8.0,362.0,320.0,12.0,11.0,1996.0
scna-int8,exp,direct,16,16,4,1775.0,1025.0,830.0,7.0,379.0,327.0,12.0,12.0,2151.0
scna-int8,exp,direct,16,16,5,1773.0,1024.0,831.0,8.0,378.0,327.0,12.0,12.0,2132.0
scna-int8,exp,direct,16,16,6,1772.0,1027.0,831.0,8.0,368.0,332.0,12.0,11.0,2126.0
scna-int8,exp,direct,16,16,7,1780.0,1025.0,831.0,8.0,375.0,334.0,12.0,11.0,2108.0
scna-int8,exp,direct,16,16,8,1781.0,1026.0,831.0,8.0,377.0,333.0,12.0,12.0,2103.0
scna-int8,exp,direct,16,16,9,1782.0,1023.0,831.0,8.0,376.0,338.0,12.0,11.0,2108.0
scna-int8,exp,direct,16,16,10,1761.0,1016.0,831.0,8.0,367.0,334.0,12.0,11.0,2089.0
scna-int8,exp,direct,16,16,11,1768.0,1022.0,830.0,8.0,363.0,338.0,12.0,11.0,2128.0
scna-int8,exp,direct,16,16,12,1745.0,1018.0,829.0,8.0,369.0,312.0,12.0,11.0,2004.0
scna-int8,exp,direct,16,16,13,1750.0,1019.0,829.0,8.0,363.0,322.0,12.0,11.0,2001.0
scna-int8,exp,direct,16,16,14,1747.0,1020.0,829.0,8.0,365.0,318.0,12.0,11.0,2013.0
scna-int8,exp,direct,16,16,15,1759.0,1017.0,829.0,9.0,362.0,335.0,12.0,11.0,2100.0
scna-int8,exp,direct,16,16,16,1753.0,1017.0,829.0,8.0,360.0,332.0,12.0,11.0,2114.0
scna-int8,exp,direct,16,16,17,1743.0,1016.0,828.0,8.0,363.0,320.0,12.0,11.0,2011.0
scna-int8,exp,direct,16,16,18,1749.0,1020.0,831.0,8.0,353.0,328.0,13.0,12.0,2005.0
scna-int8,exp,direct,16,16,19,1742.0,1014.0,830.0,8.0,360.0,325.0,12.0,11.0,2017.0
scna-int8,exp,direct,16,32,0,2779.0,2027.0,1646.0,15.0,348.0,316.0,24.0,25.0,3055.0
scna-int8,exp,direct,16,32,1,2780.0,2018.0,1645.0,15.0,349.0,326.0,24.0,24.0,3174.0
scna-int8,exp,direct,16,32,2,2783.0,2023.0,1646.0,15.0,347.0,326.0,24.0,25.0,3155.0
scna-int8,exp,direct,16,32,3,2774.0,2022.0,1645.0,15.0,340.0,325.0,24.0,25.0,3154.0
scna-int8,exp,direct,16,32,4,2785.0,2022.0,1646.0,15.0,350.0,326.0,24.0,25.0,3148.0
scna-int8,exp,direct,16,32,5,2786.0,2022.0,1646.0,15.0,350.0,326.0,24.0,25.0,3155.0
scna-int8,exp,direct,16,32,6,2679.0,1987.0,1645.0,15.0,325.0,280.0,24.0,24.0,2981.0
scna-int8,exp,direct,16,32,7,2631.0,1990.0,1645.0,15.0,289.0,264.0,24.0,23.0,2982.0
scna-int8,exp,direct,16,32,8,2668.0,2022.0,1644.0,15.0,285.0,274.0,24.0,23.0,2988.0
scna-int8,exp,direct,16,32,9,2667.0,2011.0,1642.0,15.0,287.0,281.0,24.0,24.0,2963.0
scna-int8,exp,direct,16,32,10,2663.0,2011.0,1643.0,15.0,284.0,281.0,24.0,23.0,2939.0
scna-int8,exp,direct,16,32,11,2663.0,2013.0,1642.0,15.0,282.0,280.0,24.0,24.0,3055.0
scna-int8,exp,direct,16,32,12,2647.0,2008.0,1644.0,15.0,288.0,263.0,24.0,24.0,2964.0
scna-int8,exp,direct,16,32,13,2661.0,2007.0,1644.0,15.0,285.0,280.0,24.0,25.0,3036.0
scna-int8,exp,direct,16,32,14,2669.0,2013.0,1645.0,15.0,286.0,282.0,24.0,24.0,2964.0
scna-int8,exp,direct,16,32,15,2614.0,1990.0,1645.0,15.0,272.0,266.0,24.0,24.0,2910.0
scna-int8,exp,direct,16,32,16,2659.0,2014.0,1644.0,15.0,280.0,277.0,24.0,24.0,3037.0
scna-int8,exp,direct,16,32,17,2672.0,2016.0,1644.0,15.0,288.0,279.0,24.0,25.0,3021.0
scna-int8,exp,direct,16,32,18,2654.0,2012.0,1644.0,15.0,280.0,274.0,24.0,25.0,3034.0
scna-int8,exp,direct,16,32,19,2660.0,2012.0,1644.0,15.0,285.0,277.0,24.0,24.0,2962.0
scna-int8,exp,direct,32,4,0,934.0,338.0,297.0,2.0,301.0,279.0,4.0,5.0,1212.0
scna-int8,exp,direct,32,4,1,935.0,340.0,298.0,2.0,303.0,276.0,4.0,5.0,1188.0
scna-int8,exp,direct,32,4,2,938.0,339.0,297.0,2.0,305.0,277.0,4.0,5.0,1186.0
scna-int8,exp,direct,32,4,3,940.0,340.0,296.0,2.0,308.0,275.0,4.0,5.0,1185.0
scna-int8,exp,direct,32,4,4,941.0,339.0,296.0,2.0,307.0,279.0,4.0,5.0,1195.0
scna-int8,exp,direct,32,4,5,933.0,338.0,298.0,2.0,303.0,276.0,4.0,5.0,1216.0
scna-int8,exp,direct,32,4,6,971.0,343.0,298.0,2.0,332.0,280.0,4.0,4.0,1242.0
scna-int8,exp,direct,32,4,7,993.0,344.0,297.0,2.0,310.0,324.0,4.0,4.0,1319.0
scna-int8,exp,direct,32,4,8,1014.0,341.0,297.0,2.0,334.0,324.0,4.0,5.0,1318.0
scna-int8,exp,direct,32,4,9,1009.0,341.0,297.0,2.0,324.0,327.0,4.0,5.0,1328.0
scna-int8,exp,direct,32,4,10,1015.0,342.0,297.0,2.0,341.0,316.0,4.0,5.0,1319.0
